一级分类,二级分类,品名,最低价,平均价,最高价,规格,产地,单位,发布日期
肉禽蛋,羊肉类,羊心,15.0,15.5,16.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊肠,13.0,13.0,13.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊肚,17.0,17.5,18.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊上脑,34.0,34.5,35.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊骨头,10.0,10.0,10.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊腩,25.0,25.5,26.0,,,斤,2022-08-30 00:00:00
肉禽蛋,羊肉类,羊里脊,33.0,33.5,34.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,11.5,11.5,11.5,干净膛,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,淘汰鸡,10.5,10.75,11.0,净膛,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,仔鸡,8.5,8.65,8.8,净膛,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,肉鸡,7.5,7.65,7.8,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡胸,7.5,7.65,7.8,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡翅,12.0,12.0,12.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡翅尖,7.5,7.5,7.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡翅中,24.0,24.0,24.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡翅根,9.0,9.0,9.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡边腿,7.0,7.1,7.2,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡排腿,8.0,8.1,8.2,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡琵琶腿,8.5,8.5,8.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡胗,15.0,16.5,18.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡爪,23.0,23.0,23.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡心,6.3,6.4,6.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡肝,3.0,3.0,3.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡脖子,5.0,5.0,5.0,去皮,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡头,3.0,3.25,3.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡油,5.5,5.5,5.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸡架子,3.5,3.5,3.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,白条乌鸡,12.0,12.0,12.0,净膛,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,黑爪公鸡,14.0,14.25,14.5,净膛,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,白条湖鸭,7.5,7.5,7.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭肠,8.0,8.0,8.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭肝,5.0,5.0,5.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭头,18.0,18.0,18.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭心,5.0,5.0,5.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭腿,7.0,7.0,7.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭胗,14.0,14.0,14.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸭脖子,17.0,17.5,18.0,去皮,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,白条乳鸽,19.0,19.5,20.0,,,只,2022-08-30 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,249.0,252.0,255.0,,,箱,2022-08-30 00:00:00
肉禽蛋,禽蛋类,箱鸡蛋,5.66,5.73,5.8,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,散鸡蛋,6.1,6.1,6.1,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,生鸭蛋,8.0,8.25,8.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,熟鸭蛋,8.3,8.8,9.3,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,松花蛋,6.8,7.9,9.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鹅蛋,14.0,15.0,16.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鹌鹑蛋,8.5,8.75,9.0,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,柴鸡蛋,5.6,7.1,8.6,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,乌鸡蛋,8.0,8.25,8.5,,,斤,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸵鸟蛋,80.0,85.0,90.0,,,个,2022-08-30 00:00:00
肉禽蛋,禽蛋类,鸽子蛋,3.3,3.55,3.8,,,个,2022-08-30 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,750g-1000g,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲤鱼,6.0,6.25,6.5,>1000g,,斤,2022-08-30 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,750g-1000g,,斤,2022-08-30 00:00:00
水产,淡水鱼,草鱼,8.0,8.25,8.5,1500g左右,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲫鱼,10.0,10.5,11.0,100g-150g,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲫鱼,11.0,11.25,11.5,200g-250g,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲫鱼,12.0,12.0,12.0,350g-400g,,斤,2022-08-30 00:00:00
水产,淡水鱼,胖头鱼,10.0,10.5,11.0,>2000g,,斤,2022-08-30 00:00:00
水产,淡水鱼,胖头鱼,9.0,9.5,10.0,<2000g,,斤,2022-08-30 00:00:00
水产,淡水鱼,武昌鱼,13.0,13.0,13.0,700g左右,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲢鱼,4.0,4.5,5.0,>1500g,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲢鱼,3.5,3.75,4.0,1000-1500g,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲶鱼,6.0,6.0,6.0,养殖,,斤,2022-08-30 00:00:00
水产,淡水鱼,松花鱼,13.0,13.0,13.0,养殖,,斤,2022-08-30 00:00:00
水产,淡水鱼,黑鱼,11.5,12.5,13.5,<1500g,,斤,2022-08-30 00:00:00
水产,淡水鱼,黑鱼,16.0,16.0,16.0,>1500g,,斤,2022-08-30 00:00:00
水产,淡水鱼,黄鳝,30.0,30.0,30.0,50g-100g,,斤,2022-08-30 00:00:00
水产,淡水鱼,黄鳝,43.0,44.0,45.0,100g-200g,,斤,2022-08-30 00:00:00
水产,淡水鱼,罗非鱼,11.0,11.5,12.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,虹鳟鱼,20.0,22.5,25.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,鲟鱼,16.0,16.0,16.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,青鱼,12.0,12.5,13.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,桂鱼,70.0,70.0,70.0,标桂,,斤,2022-08-30 00:00:00
水产,淡水鱼,嘎鱼,23.0,23.0,23.0,>100g,,斤,2022-08-30 00:00:00
水产,淡水鱼,嘎鱼,20.0,20.0,20.0,<100g,,斤,2022-08-30 00:00:00
水产,淡水鱼,淡水鲈鱼,25.0,25.5,26.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,泥鳅,12.0,15.0,18.0,活,,斤,2022-08-30 00:00:00
水产,淡水鱼,清江鱼,13.0,13.5,14.0,活,,斤,2022-08-30 00:00:00
水产,海水鱼,鲐鲅,4.0,5.0,6.0,<300g/冻,,斤,2022-08-30 00:00:00
水产,海水鱼,小黄花鱼,6.0,7.0,8.0,冻,,斤,2022-08-30 00:00:00
水产,海水鱼,多宝鱼,26.0,26.5,27.0,活,,斤,2022-08-30 00:00:00
水产,海水鱼,鳕鱼,7.0,7.5,8.0,冻,,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,6.0,7.0,8.0,100g-200g/冻,网,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,11.0,11.5,12.0,300g-500g/冻,网,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,14.0,14.5,15.0,500g-700g/冻,网,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,13.0,13.5,14.0,100g-200g/冻,吊,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,16.0,16.5,17.0,300g-500g/冻,吊,斤,2022-08-30 00:00:00
水产,海水鱼,带鱼,18.0,18.5,19.0,500g-700g/冻,吊,斤,2022-08-30 00:00:00
水产,海水鱼,黄花鱼,16.0,16.0,16.0,250g左右/鲜,国产,斤,2022-08-30 00:00:00
水产,海水鱼,黄花鱼,20.0,20.0,20.0,500g左右/鲜,国产,斤,2022-08-30 00:00:00
水产,海水鱼,黄花鱼,21.0,21.0,21.0,750g左右/鲜,国产,斤,2022-08-30 00:00:00
水产,海水鱼,平鱼,8.0,9.0,10.0,80-100g/冻,国产,斤,2022-08-30 00:00:00
水产,海水鱼,平鱼,14.0,15.0,16.0,120-130g/冻,国产,斤,2022-08-30 00:00:00
水产,海水鱼,平鱼,23.0,24.0,25.0,150-200g/冻,国产,斤,2022-08-30 00:00:00
水产,海水鱼,平鱼,38.0,39.0,40.0,250-300g/冻,国产,斤,2022-08-30 00:00:00
水产,海水鱼,鱿鱼,15.0,15.0,15.0,带头,,斤,2022-08-30 00:00:00
水产,海水鱼,鱿鱼,22.0,22.0,22.0,去头,,斤,2022-08-30 00:00:00
水产,海水鱼,海鲈鱼,17.0,17.0,17.0,鲜,,斤,2022-08-30 00:00:00
水产,海水鱼,墨鱼,23.0,23.5,24.0,鲜,,斤,2022-08-30 00:00:00
水产,海水鱼,金鲳鱼,18.0,18.0,18.0,400g-500g,,斤,2022-08-30 00:00:00
水产,海水鱼,金鲳鱼,19.0,19.0,19.0,500g-650g,,斤,2022-08-30 00:00:00
水产,虾蟹类,白虾,16.0,17.0,18.0,鲜,,斤,2022-08-30 00:00:00
水产,虾蟹类,白虾（笼装）,29.0,29.5,30.0,21-24头,,斤,2022-08-30 00:00:00
水产,虾蟹类,白虾（笼装）,25.0,26.0,27.0,26-30头,,斤,2022-08-30 00:00:00
水产,虾蟹类,琵琶虾,35.0,47.5,60.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,基围虾,125.0,137.5,150.0,40-50头活,,斤,2022-08-30 00:00:00
水产,虾蟹类,罗氏虾,40.0,42.5,45.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,波士顿龙虾,120.0,140.0,160.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,小龙虾,28.0,34.0,40.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,小青龙虾,160.0,162.5,165.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,公河蟹,40.0,42.5,45.0,100g左右,,斤,2022-08-30 00:00:00
水产,虾蟹类,母河蟹,30.0,32.5,35.0,65g左右,,斤,2022-08-30 00:00:00
水产,虾蟹类,母河蟹,40.0,42.5,45.0,80g左右,,斤,2022-08-30 00:00:00
水产,虾蟹类,母梭子蟹,35.0,45.0,55.0,250g左右,,斤,2022-08-30 00:00:00
水产,虾蟹类,公梭子蟹,30.0,40.0,50.0,250g左右,,斤,2022-08-30 00:00:00
水产,虾蟹类,兰花蟹,100.0,110.0,120.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,皇帝蟹,260.0,265.0,270.0,活,,斤,2022-08-30 00:00:00
水产,虾蟹类,面包蟹,100.0,110.0,120.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,鲍鱼,10.0,11.0,12.0,6-7头,,个,2022-08-30 00:00:00
水产,贝壳类,鲍鱼,7.0,7.5,8.0,8-9头,,个,2022-08-30 00:00:00
水产,贝壳类,鲍鱼,5.0,5.0,5.0,10-12头,,个,2022-08-30 00:00:00
水产,贝壳类,扇贝,44.0,45.0,46.0,>16cm/活,,斤,2022-08-30 00:00:00
水产,贝壳类,扇贝,30.0,31.0,32.0,10-12cm/活,,斤,2022-08-30 00:00:00
水产,贝壳类,扇贝,27.0,27.0,27.0,7-9cm/活,,斤,2022-08-30 00:00:00
水产,贝壳类,小红扇贝,6.0,7.0,8.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,钉螺,9.0,10.0,11.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,海螺,18.0,19.0,20.0,活（小）,,斤,2022-08-30 00:00:00
水产,贝壳类,海螺,23.0,24.0,25.0,活（中）,,斤,2022-08-30 00:00:00
水产,贝壳类,海螺,35.0,37.5,40.0,活（大）,,斤,2022-08-30 00:00:00
水产,贝壳类,蛏子,14.0,15.0,16.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,海虹,7.0,7.0,7.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,带子,16.0,17.0,18.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,生蚝,11.0,11.0,11.0,150g,,斤,2022-08-30 00:00:00
水产,贝壳类,生蚝,12.0,12.0,12.0,200g,,斤,2022-08-30 00:00:00
水产,贝壳类,黄蚬子,30.0,30.0,30.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,文蛤,12.0,12.0,12.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,白蛤,8.0,8.0,8.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,青蛤,13.0,13.5,14.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,花蛤,6.0,6.5,7.0,活,,斤,2022-08-30 00:00:00
水产,贝壳类,花蛤,8.0,8.5,9.0,活（无沙）,,斤,2022-08-30 00:00:00
水产,贝壳类,毛钳,7.0,7.5,8.0,,,斤,2022-08-30 00:00:00
水产,贝壳类,田螺,3.5,3.65,3.8,去尾,,斤,2022-08-30 00:00:00
水产,贝壳类,猫眼螺,20.0,22.0,24.0,活,,斤,2022-08-30 00:00:00
水产,其他类,甲鱼,48.0,48.0,48.0,仿野生,,斤,2022-08-30 00:00:00
水产,其他类,甲鱼,22.0,22.0,22.0,养殖,,斤,2022-08-30 00:00:00
水产,其他类,蚕蛹,44.0,44.0,44.0,活,,斤,2022-08-30 00:00:00
水产,其他类,牛蛙,18.0,18.5,19.0,活,,斤,2022-08-30 00:00:00
水产,其他类,海蜇头,6.0,7.5,9.0,腌渍,,斤,2022-08-30 00:00:00
水产,其他类,海蜇皮,10.0,10.0,10.0,腌渍,,斤,2022-08-30 00:00:00
水产,其他类,海蜇丝,6.0,6.5,7.0,腌渍,,斤,2022-08-30 00:00:00
豆制品,,北豆腐,1.8,1.9,2.0,屉,,斤,2022-08-30 00:00:00
豆制品,,南豆腐,1.6,1.7,1.8,屉,,斤,2022-08-30 00:00:00
豆制品,,白玉北豆腐,3.8,3.8,3.8,,,盒,2022-08-30 00:00:00
豆制品,,香香北豆腐,3.0,3.0,3.0,,,盒,2022-08-30 00:00:00
豆制品,,白玉南豆腐,5.4,5.4,5.4,,,盒,2022-08-30 00:00:00
豆制品,,豆腐丝,4.2,4.3,4.4,散,,斤,2022-08-30 00:00:00
豆制品,,精品豆腐丝,5.5,5.75,6.0,,,袋,2022-08-30 00:00:00
豆制品,,豆腐皮,4.5,4.5,4.5,散,,斤,2022-08-30 00:00:00
豆制品,,豆腐干,3.5,3.5,3.5,散,,斤,2022-08-30 00:00:00
豆制品,,精品豆腐干,4.5,4.75,5.0,,,袋,2022-08-30 00:00:00
豆制品,,豆腐泡,4.5,4.5,4.5,散,,斤,2022-08-30 00:00:00
豆制品,,精品豆腐泡,4.0,4.0,4.0,,,袋,2022-08-30 00:00:00
豆制品,,白玉内酯豆腐,2.0,2.0,2.0,,,盒,2022-08-30 00:00:00
豆制品,,香香内脂豆腐,1.0,1.0,1.0,,,盒,2022-08-30 00:00:00
豆制品,,白玉豆浆,2.0,2.25,2.5,,,袋,2022-08-30 00:00:00
蔬菜,,大白菜,1.0,1.05,1.1,,冀,斤,2022-08-29 00:00:00
蔬菜,,娃娃菜,1.0,1.1,1.2,大,冀,斤,2022-08-29 00:00:00
蔬菜,,小白菜,2.4,2.6,2.8,,冀,斤,2022-08-29 00:00:00
蔬菜,,圆白菜,0.6,1.0,1.4,,冀,斤,2022-08-29 00:00:00
蔬菜,,紫甘蓝,1.2,1.3,1.4,,冀,斤,2022-08-29 00:00:00
蔬菜,,芹菜,1.0,1.25,1.5,,冀京,斤,2022-08-29 00:00:00
蔬菜,,西芹,2.0,2.1,2.2,,冀,斤,2022-08-29 00:00:00
蔬菜,,菠菜,4.5,5.0,5.5,,冀蒙,斤,2022-08-29 00:00:00
蔬菜,,莴笋,1.2,1.45,1.7,,冀蒙,斤,2022-08-29 00:00:00
蔬菜,,团生菜,3.0,3.75,4.5,毛\净,冀,斤,2022-08-29 00:00:00
蔬菜,,散叶生菜,4.0,4.75,5.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,罗马生菜,3.5,3.75,4.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,油菜,3.5,3.75,4.0,大\小,鲁冀京,斤,2022-08-29 00:00:00
蔬菜,,香菜,9.0,10.5,12.0,,冀云蒙,斤,2022-08-29 00:00:00
蔬菜,,茴香,4.0,4.5,5.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,韭菜,2.0,2.25,2.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,苦菊,2.5,2.9,3.3,,冀辽,斤,2022-08-29 00:00:00
蔬菜,,油麦菜,5.0,6.5,8.0,,冀辽,斤,2022-08-29 00:00:00
蔬菜,,散菜花,3.2,3.5,3.8,,冀蒙,斤,2022-08-29 00:00:00
蔬菜,,绿菜花,2.5,2.75,3.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,绿豆芽,0.95,0.98,1.0,,,斤,2022-08-29 00:00:00
蔬菜,,黄豆芽,0.85,0.88,0.9,,,斤,2022-08-29 00:00:00
蔬菜,,番茄,1.0,1.4,1.8,黑框,蒙冀鲁,斤,2022-08-29 00:00:00
蔬菜,,番茄,1.6,1.95,2.3,纸箱\泡沫箱,冀蒙,斤,2022-08-29 00:00:00
蔬菜,,番茄,1.7,2.0,2.3,白框,蒙,斤,2022-08-29 00:00:00
蔬菜,,黄瓜,2.4,3.2,4.0,袋\箱,鲁辽,斤,2022-08-29 00:00:00
蔬菜,,黄瓜,3.5,4.25,5.0,鲜干花,冀,斤,2022-08-29 00:00:00
蔬菜,,小黄瓜,3.5,4.75,6.0,旱\荷兰,辽鲁,斤,2022-08-29 00:00:00
蔬菜,,茄子,1.8,2.6,3.4,,冀豫京鲁,斤,2022-08-29 00:00:00
蔬菜,,长茄,1.5,2.75,4.0,,冀晋辽,斤,2022-08-29 00:00:00
蔬菜,,线茄,1.0,2.5,4.0,袋\箱,冀京,斤,2022-08-29 00:00:00
蔬菜,,广茄,1.0,2.0,3.0,,冀京,斤,2022-08-29 00:00:00
蔬菜,,冬瓜,0.8,0.83,0.85,吊,冀,斤,2022-08-29 00:00:00
蔬菜,,冬瓜,0.4,0.45,0.5,地,冀,斤,2022-08-29 00:00:00
蔬菜,,毛冬瓜,0.65,0.93,1.2,长\小,冀豫,斤,2022-08-29 00:00:00
蔬菜,,架豆,4.0,5.75,7.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,豆王,9.0,10.0,11.0,,辽,斤,2022-08-29 00:00:00
蔬菜,,扁豆,4.0,5.75,7.5,,冀晋,斤,2022-08-29 00:00:00
蔬菜,,豇豆,3.5,4.5,5.5,湿\干,冀辽,斤,2022-08-29 00:00:00
蔬菜,,白不老,4.0,5.75,7.5,,辽鲁,斤,2022-08-29 00:00:00
蔬菜,,油豆,5.0,6.25,7.5,,辽冀,斤,2022-08-29 00:00:00
蔬菜,,毛豆,2.3,2.8,3.3,,川云,斤,2022-08-29 00:00:00
蔬菜,,玉米,0.9,1.05,1.2,黏\甜,冀,斤,2022-08-29 00:00:00
蔬菜,,花生,2.6,3.3,4.0,,冀粤皖,斤,2022-08-29 00:00:00
蔬菜,,苦瓜,3.5,4.0,4.5,,冀鲁,斤,2022-08-29 00:00:00
蔬菜,,丝瓜,3.0,4.25,5.5,长\短,冀鲁,斤,2022-08-29 00:00:00
蔬菜,,西葫芦,2.8,3.2,3.6,袋\箱,冀蒙晋,斤,2022-08-29 00:00:00
蔬菜,,佛手瓜,2.0,2.25,2.5,,鲁,斤,2022-08-29 00:00:00
蔬菜,,瓠子,0.8,1.4,2.0,,京,斤,2022-08-29 00:00:00
蔬菜,,贝贝南瓜,1.4,1.5,1.6,,蒙,斤,2022-08-29 00:00:00
蔬菜,,金丝南瓜,1.6,1.7,1.8,,蒙,斤,2022-08-29 00:00:00
蔬菜,,板栗南瓜,1.5,1.55,1.6,,新蒙,斤,2022-08-29 00:00:00
蔬菜,,南北瓜,1.1,1.2,1.3,,湘鄂川,斤,2022-08-29 00:00:00
蔬菜,,尖椒,1.2,1.6,2.0,袋\箱,蒙冀,斤,2022-08-29 00:00:00
蔬菜,,红尖椒,3.5,3.65,3.8,,鲁,斤,2022-08-29 00:00:00
蔬菜,,美人椒,5.5,6.75,8.0,,鲁琼,斤,2022-08-29 00:00:00
蔬菜,,螺丝椒,3.0,4.0,5.0,,鲁冀,斤,2022-08-29 00:00:00
蔬菜,,柿子椒,1.4,2.05,2.7,袋\箱,鲁冀辽,斤,2022-08-29 00:00:00
蔬菜,,线椒,2.0,3.0,4.0,新,鲁冀,斤,2022-08-29 00:00:00
蔬菜,,杭椒,2.5,3.0,3.5,,鲁冀辽,斤,2022-08-29 00:00:00
蔬菜,,小米椒,5.0,6.5,8.0,,云豫,斤,2022-08-29 00:00:00
蔬菜,,彩椒,4.5,4.75,5.0,红\黄,鲁冀,斤,2022-08-29 00:00:00
蔬菜,,白萝卜,0.9,0.95,1.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,心里美,1.5,1.6,1.7,泥\洗,冀,斤,2022-08-29 00:00:00
蔬菜,,卞萝卜,0.8,0.85,0.9,洗,冀,斤,2022-08-29 00:00:00
蔬菜,,青萝卜,1.2,1.35,1.5,,鲁,斤,2022-08-29 00:00:00
蔬菜,,胡萝卜,0.6,0.73,0.85,泥,蒙冀,斤,2022-08-29 00:00:00
蔬菜,,胡萝卜,0.8,0.9,1.0,洗,蒙,斤,2022-08-29 00:00:00
蔬菜,,土豆,0.9,1.15,1.4,,冀蒙陕,斤,2022-08-29 00:00:00
蔬菜,,葱头,0.9,1.0,1.1,黄,甘辽,斤,2022-08-29 00:00:00
蔬菜,,葱头,0.75,0.83,0.9,红,辽蒙,斤,2022-08-29 00:00:00
蔬菜,,山药,4.3,4.9,5.5,脆\麻,冀,斤,2022-08-29 00:00:00
蔬菜,,山药,7.5,8.0,8.5,铁棍,豫冀,斤,2022-08-29 00:00:00
蔬菜,,莲藕,4.0,4.25,4.5,泥\洗,川鄂津,斤,2022-08-29 00:00:00
蔬菜,,红薯,1.1,1.2,1.3,龙薯九,冀,斤,2022-08-29 00:00:00
蔬菜,,红薯,2.0,2.25,2.5,西瓜红\烟薯,冀闽,斤,2022-08-29 00:00:00
蔬菜,,紫薯,2.8,3.15,3.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,茭白,4.5,4.7,4.9,,云,斤,2022-08-29 00:00:00
蔬菜,,荸荠,3.5,3.75,4.0,,皖,斤,2022-08-29 00:00:00
蔬菜,,芋头,3.0,3.25,3.5,,鲁,斤,2022-08-29 00:00:00
蔬菜,,姜,1.5,2.75,4.0,姜头\整,鲁,斤,2022-08-29 00:00:00
蔬菜,,大蒜,2.2,2.6,3.0,,豫苏鲁,斤,2022-08-29 00:00:00
蔬菜,,蒜米,2.6,3.0,3.4,机剥\手工,鲁,斤,2022-08-29 00:00:00
蔬菜,,大葱,2.5,2.75,3.0,,鲁冀辽,斤,2022-08-29 00:00:00
蔬菜,,小葱,3.5,4.25,5.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,蒜苗,2.5,3.75,5.0,,鲁豫,斤,2022-08-29 00:00:00
蔬菜,,蒜黄,7.5,8.0,8.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,青蒜,3.4,3.6,3.8,,甘,斤,2022-08-29 00:00:00
蔬菜,,平菇,5.0,6.0,7.0,小叶,冀,斤,2022-08-29 00:00:00
蔬菜,,香菇,3.5,5.75,8.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,白玉菇,4.0,4.5,5.0,,冀,斤,2022-08-29 00:00:00
蔬菜,,口蘑,6.5,7.0,7.5,,冀,斤,2022-08-29 00:00:00
蔬菜,,杏鲍菇,2.5,3.0,3.5,,苏豫津,斤,2022-08-29 00:00:00
蔬菜,,金针菇,3.5,4.25,5.0,,辽鲁,斤,2022-08-29 00:00:00
蔬菜,水菜,油菜,3.4,3.95,4.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,小白菜,3.0,3.25,3.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,油麦菜,7.0,7.25,7.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,奶白菜,4.0,4.25,4.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,散生菜,4.5,4.75,5.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,香葱,5.0,5.5,6.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,茼蒿,9.0,10.0,11.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,蒿子秆,7.0,7.5,8.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,水萝卜,3.0,3.5,4.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,樱桃萝卜,6.0,6.5,7.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,香芹,5.0,5.5,6.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,菠菜,5.5,6.0,6.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,苋菜,2.5,2.75,3.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,菊花菜,4.0,4.25,4.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,青蒜,3.0,3.5,4.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,盖菜,3.5,3.75,4.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,芥兰,3.0,3.5,4.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,菜心,3.0,3.25,3.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,空心菜,4.5,5.0,5.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,鸡毛菜,5.0,5.5,6.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,荆芥,6.0,6.5,7.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,紫苏叶,6.0,7.0,8.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,豌豆苗,5.0,5.5,6.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,快菜,2.5,2.75,3.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,苦菊,4.0,4.25,4.5,,,斤,2022-08-29 00:00:00
蔬菜,水菜,穿心莲,8.0,8.5,9.0,,,斤,2022-08-29 00:00:00
蔬菜,水菜,木耳菜,3.0,3.5,4.0,,,斤,2022-08-29 00:00:00
水果,其他类,凤梨,2.3,2.4,2.5,,国产,斤,2022-08-29 00:00:00
